rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,female_pct,male_pct,rank_clean
11580,1001+,national university of córdoba,9.8–18.9,11580,19.4,875,9.4,1090,21.0,975,34.7,1058,32.8,836,Argentina,64491.0,11.5,2.0,63 : 37,National University of Córdoba,"Architecture,Law,Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Physics & Astronomy,Geography,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Agriculture & Forestry,Art, Performing Arts & Design,Languages, Literature & Linguistics,Communication & Media Studies,Computer Science,Politics & International Studies (incl Development Studies),Chemistry,Education,History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Other Health,Chemical Engineering,Economics & Econometrics,Sociology,General Engineering,Mechanical & Aerospace Engineering,Business & Management,Psychology",False,False,63.0,37.0,1001.0
11600,1001+,national university of la plata,9.8–18.9,11600,16.1,1060,10.4,1023,13.4,1100,36.0,904,35.3,780,Argentina,118688.0,23.9,5.0,56 : 44,National University of La Plata,,False,False,56.00000000000001,44.0,1001.0
11610,1001+,national research university of electronic technology (miet),9.8–18.9,11610,17.6,982,13.7,820,4.2,1241,35.8,921,24.0,1023,Russian Federation,4197.0,11.6,3.0,31 : 69,National Research University of Electronic Technology (MIET),"Business & Management,Chemistry,Languages, Literature & Linguistics,Civil Engineering,Education,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Computer Science,History, Philosophy & Theology,Law,Physics & Astronomy,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Sociology,Economics & Econometrics,Chemical Engineering,Art, Performing Arts & Design,Biological Sciences,Electrical & Electronic Engineering",False,False,31.0,69.0,1001.0
11620,1001+,national research saratov state university,9.8–18.9,11620,20.7,799,13.1,853,16.6,1045,37.6,754,31.2,868,Russian Federation,8756.0,9.7,6.0,60 : 40,National Research Saratov State University,"Electrical & Electronic Engineering,Physics & Astronomy,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Psychology,Art, Performing Arts & Design,Sociology,Mathematics & Statistics,Chemical Engineering,Accounting & Finance,Biological Sciences,Politics & International Studies (incl Development Studies),Computer Science,Languages, Literature & Linguistics,Chemistry,Business & Management,Geography,Education,History, Philosophy & Theology",False,False,60.0,40.0,1001.0
11630,1001+,national university of the south,9.8–18.9,11630,26.3,544,10.0,1049,7.9,1198,34.0,1235,24.9,998,Argentina,20325.0,6.9,1.0,58 : 42,National University of the South,"Economics & Econometrics,General Engineering,Physics & Astronomy,Education,Chemistry,History, Philosophy & Theology,Electrical & Electronic Engineering,Medicine & Dentistry,Sport Science,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Mathematics & Statistics,Other Health,Agriculture & Forestry,Architecture,Business & Management,Law,Computer Science,Biological Sciences",False,False,57.99999999999999,42.0,1001.0
11640,1001+,nicolaus copernicus university in toruń,9.8–18.9,11640,17.9,963,9.8,1064,22.4,958,35.0,1016,24.6,1009,Poland,23670.0,12.0,2.0,69 : 31,Nicolaus Copernicus University in Toruń,"Mathematics & Statistics,Chemistry,Psychology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Politics & International Studies (incl Development Studies),Veterinary Science,Sociology,Computer Science,Art, Performing Arts & Design,Education,Communication & Media Studies,Other Health,Sport Science,Biological Sciences,Law,Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Archaeology,Languages, Literature & Linguistics,Chemical Engineering",False,False,69.0,31.0,1001.0
11650,1001+,university of nigeria nsukka,9.8–18.9,11650,22.3,722,8.4,1176,3.6,1247,35.0,1017,21.7,1077,Nigeria,32429.0,14.2,1.0,48 : 52,University of Nigeria Nsukka,"Business & Management,Law,Computer Science,General Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Other Health,Sport Science,Electrical & Electronic Engineering,Civil Engineering,Medicine & Dentistry,Agriculture & Forestry,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Architecture,Art, Performing Arts & Design,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Biological Sciences,Sociology,Economics & Econometrics,Archaeology,Veterinary Science,Physics & Astronomy,Geography,Education,Mechanical & Aerospace Engineering,Chemistry",False,False,48.0,52.0,1001.0
11750,1001+,pmas arid agriculture university rawalpindi,9.8–18.9,11750,13.6,1210,8.2,1189,11.1,1152,34.0,1241,31.6,859,Pakistan,10919.0,45.5,0.0,39 : 61,PMAS Arid Agriculture University Rawalpindi,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Economics & Econometrics,Education,Accounting & Finance,Business & Management,General Engineering,Biological Sciences,Other Health,Agriculture & Forestry,Veterinary Science,Sociology",False,False,39.0,61.0,1001.0
11760,1001+,pontifical catholic university of valparaíso,9.8–18.9,11760,15.3,1120,14.3,789,13.8,1090,46.9,377,48.7,530,Chile,15165.0,23.1,1.0,43 : 57,Pontifical Catholic University of Valparaíso,"Communication & Media Studies,Geography,Mechanical & Aerospace Engineering,Chemistry,Biological Sciences,Sport Science,Languages, Literature & Linguistics,Physics & Astronomy,History, Philosophy & Theology,Sociology,Civil Engineering,Chemical Engineering,Accounting & Finance,Art, Performing Arts & Design,Other Health,Architecture,General Engineering,Education,Psychology,Agriculture & Forestry,Computer Science,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Law",False,False,43.0,56.99999999999999,1001.0
11800,1001+,psg college of technology,9.8–18.9,11800,13.3,1224,9.3,1103,13.0,1117,34.6,1074,13.4,1256,India,8283.0,15.3,0.0,38 : 62,PSG College of Technology,"Business & Management,General Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemistry,Physics & Astronomy,Civil Engineering,Computer Science",False,False,38.0,62.0,1001.0
11850,1001+,"university of santiago, chile (usach)",9.8–18.9,11850,15.1,1132,11.4,953,12.1,1131,34.1,1181,46.2,567,Chile,24606.0,25.9,2.0,40 : 60,"University of Santiago, Chile (USACH)","Physics & Astronomy,Education,Chemical Engineering,Law,Civil Engineering,Art, Performing Arts & Design,Communication & Media Studies,Electrical & Electronic Engineering,History, Philosophy & Theology,Computer Science,Accounting & Finance,Mathematics & Statistics,Agriculture & Forestry,Other Health,Sport Science,Medicine & Dentistry,Psychology,Biological Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Business & Management,Chemistry,Architecture,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies)",False,False,40.0,60.0,1001.0
11920,1001+,shahrood university of technology,9.8–18.9,11920,14.1,1194,12.5,888,15.1,1068,35.5,961,15.8,1224,Iran,8453.0,27.0,0.0,46 : 54,Shahrood University of Technology,"Chemical Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Agriculture & Forestry,Computer Science,Business & Management,Mathematics & Statistics,Chemistry,Architecture,Accounting & Finance,History, Philosophy & Theology,General Engineering,Languages, Literature & Linguistics,Sport Science,Electrical & Electronic Engineering,Physics & Astronomy",False,False,46.0,54.0,1001.0
12040,1001+,university of sonora,9.8–18.9,12040,12.8,1239,7.2,1244,6.9,1210,34.0,1245,27.5,938,Mexico,29921.0,20.9,1.0,53 : 47,University of Sonora,"Economics & Econometrics,Agriculture & Forestry,Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Accounting & Finance,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,Psychology,General Engineering,Art, Performing Arts & Design,Education,Communication & Media Studies,Biological Sciences,Architecture,Computer Science,Veterinary Science,Business & Management,Sociology,Law",False,False,53.0,47.0,1001.0
12140,1001+,state university of ponta grossa,9.8–18.9,12140,17.3,999,18.8,628,16.8,1040,34.0,1246,16.5,1204,Brazil,10378.0,10.8,0.0,57 : 43,State University of Ponta Grossa,"Civil Engineering,Economics & Econometrics,Sport Science,Medicine & Dentistry,History, Philosophy & Theology,Education,Chemistry,Communication & Media Studies,Sociology,Agriculture & Forestry,Law,Accounting & Finance,Geography,Mathematics & Statistics,Computer Science,General Engineering,Physics & Astronomy,Biological Sciences,Other Health,Languages, Literature & Linguistics,Business & Management",False,False,56.99999999999999,43.0,1001.0
12150,1001+,st petersburg electrotechnical university (leti),9.8–18.9,12150,18.8,912,10.4,1025,19.5,998,57.6,222,26.2,967,Russian Federation,8418.0,13.1,12.0,30 : 70,St Petersburg Electrotechnical University (LETI),"Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Business & Management,Computer Science,Communication & Media Studies",False,False,30.0,70.0,1001.0
12240,1001+,institut teknologi sepuluh nopember,9.8–18.9,12240,16.1,1061,9.2,1115,20.6,980,52.5,278,29.6,896,Indonesia,16712.0,13.2,3.0,40 : 60,Institut Teknologi Sepuluh Nopember,"General Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Sociology,Geography,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemical Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Mechanical & Aerospace Engineering,Chemistry,Biological Sciences,Business & Management",False,False,40.0,60.0,1001.0
12370,1001+,unisinos university,9.8–18.9,12370,20.8,789,14.2,795,14.7,1074,34.9,1033,19.3,1144,Brazil,13475.0,21.1,1.0,52 : 48,Unisinos University,"Chemistry,Business & Management,Communication & Media Studies,Medicine & Dentistry,Education,Sport Science,Mathematics & Statistics,Architecture,Art, Performing Arts & Design,Electrical & Electronic Engineering,Accounting & Finance,Computer Science,Other Health,Languages, Literature & Linguistics,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,Law,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Civil Engineering,Psychology,Biological Sciences,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,52.0,48.0,1001.0
12420,1001+,university of veracruz,9.8–18.9,12420,14.2,1190,8.4,1179,4.6,1239,34.0,1254,23.9,1028,Mexico,61886.0,13.6,0.0,53 : 47,University of Veracruz,,False,False,53.0,47.0,1001.0
